Time (ms),Nset (1/min),Torque (Nm),Current (V),Angle (deg),Depth (mm)
0.0,0.0,0.00211276254,-0.0155639648,0.0,0.06640625
1.0,4.0,0.00281701656,-0.008239746,0.0,0.072265625
2.0,8.0,0.00352127058,0.08300781,0.13333334,0.06640625
3.0,12.0,0.007042541,0.181274414,0.13333334,0.06640625
4.0,16.0,0.0176063534,0.242614746,0.13333334,0.0703125
5.0,20.0,0.0253531486,0.282592773,0.266666681,0.068359375
6.0,24.0,0.03591696,0.296325684,0.4,0.068359375
7.0,28.0,0.0352127068,0.2774048,0.533333361,0.068359375
8.0,32.0,0.0394382328,0.275268555,0.8,0.068359375
9.0,36.0,0.0302829277,0.296936035,0.933333337,0.06640625
10.0,40.0,0.0260574035,0.307006836,1.2,0.0703125
11.0,44.0,0.0232403874,0.317077637,1.4666667,0.0703125
12.0,48.0,0.0253531486,0.300292969,1.73333335,0.0703125
13.0,52.0,0.0253531486,0.27923584,2.0,0.068359375
14.0,56.0,0.0260574035,0.28503418,2.26666665,0.064453125
15.0,60.0,0.02394464,0.30670166,2.66666675,0.068359375
16.0,64.0,0.0246488955,0.334472656,3.0666666,0.07421875
17.0,68.0,0.0253531486,0.333557129,3.4666667,0.0703125
18.0,72.0,0.0507062972,0.344238281,3.86666656,0.06640625
19.0,76.0,0.06690414,0.3656006,4.266667,0.068359375
20.0,80.0,0.0802849755,0.3765869,4.8,0.072265625
21.0,84.0,0.08239774,0.383605957,5.2,0.0703125
22.0,88.0,0.0598616,0.4232788,5.733333,0.06640625
23.0,92.0,0.04225525,0.41809082,6.266667,0.06640625
24.0,96.0,0.0316914357,0.3881836,6.8,0.064453125
25.0,100.0,0.02394464,0.3781128,7.4666667,0.072265625
26.0,104.0,0.0246488955,0.3768921,8.0,0.064453125
27.0,108.0,0.0309871826,0.377807617,8.666667,0.0703125
28.0,112.0,0.0274659116,0.377502441,9.333333,0.0703125
29.0,116.0,0.0352127068,0.377502441,10.0,0.06640625
30.0,120.0,0.03450845,0.3842163,10.666667,0.0703125
31.0,124.0,0.0352127068,0.411376953,11.4666662,0.068359375
32.0,128.0,0.0373254679,0.415039063,12.2666664,0.068359375
33.0,132.0,0.0338042,0.415344238,12.9333334,0.0625
34.0,136.0,0.0380297229,0.416259766,13.7333336,0.072265625
35.0,140.0,0.04084674,0.4156494,14.666667,0.064453125
36.0,144.0,0.0338042,0.4360962,15.4666662,0.07421875
37.0,148.0,0.0394382328,0.452575684,16.4,0.064453125
38.0,152.0,0.03450845,0.446167,17.2,0.0703125
39.0,156.0,0.0302829277,0.439453125,18.1333332,0.068359375
40.0,160.0,0.0338042,0.436706543,19.0666676,0.072265625
41.0,164.0,0.0338042,0.436401367,20.1333332,0.0703125
42.0,168.0,0.0330999456,0.43762207,21.0666676,0.072265625
43.0,172.0,0.0338042,0.452575684,22.1333332,0.068359375
44.0,176.0,0.03591696,0.446472168,23.2,0.064453125
45.0,180.0,0.0274659116,0.450744629,24.2666664,0.07421875
46.0,184.0,0.0380297229,0.452880859,25.333334,0.06640625
47.0,188.0,0.04084674,0.483093262,26.4,0.06640625
48.0,192.0,0.0316914357,0.477905273,27.6,0.064453125
49.0,196.0,0.04084674,0.4562378,28.666666,0.060546875
50.0,200.0,0.0394382328,0.452575684,29.8666668,0.06640625
51.0,204.0,0.0429595038,0.4534912,31.0666676,0.07421875
52.0,208.0,0.0380297229,0.474243164,32.4,0.06640625
53.0,212.0,0.0338042,0.495910645,33.6,0.064453125
54.0,216.0,0.0380297229,0.47454834,34.9333344,0.068359375
55.0,220.0,0.0352127068,0.4534912,36.1333351,0.068359375
56.0,224.0,0.04436801,0.4837036,37.4666672,0.06640625
57.0,228.0,0.04225525,0.476989746,38.9333344,0.068359375
58.0,232.0,0.04436801,0.455627441,40.2666664,0.068359375
59.0,236.0,0.04788928,0.454101563,41.6,0.080078125
60.0,240.0,0.0521148071,0.483093262,43.0666656,0.0703125
61.0,244.0,0.0366212167,0.49621582,44.5333328,0.076171875
62.0,248.0,0.0471850261,0.477294922,46.0,0.0703125
