Time (ms),Nset (1/min),Torque (Nm),Current (V),Angle (deg),Depth (mm)
0.0,0.0,0.005634033,-0.0155639648,0.0,0.068359375
1.0,4.0,0.004929779,-0.00122070313,0.0,0.072265625
2.0,8.0,0.00211276254,0.06439209,0.0,0.076171875
3.0,12.0,0.0126765743,0.185546875,0.0,0.064453125
4.0,16.0,0.0232403874,0.281677246,0.0,0.0703125
5.0,20.0,0.02887442,0.317993164,0.13333334,0.0703125
6.0,24.0,0.03591696,0.309448242,0.266666681,0.076171875
7.0,28.0,0.0394382328,0.279541016,0.4,0.068359375
8.0,32.0,0.0436637551,0.275268555,0.6666667,0.06640625
9.0,36.0,0.0373254679,0.295715332,0.8,0.068359375
10.0,40.0,0.0302829277,0.318603516,1.06666672,0.064453125
11.0,44.0,0.0295786746,0.3338623,1.33333337,0.0703125
12.0,48.0,0.0267616566,0.32043457,1.6,0.07421875
13.0,52.0,0.0267616566,0.318603516,1.86666667,0.064453125
14.0,56.0,0.0267616566,0.334472656,2.13333344,0.06640625
15.0,60.0,0.0274659116,0.334777832,2.5333333,0.0703125
16.0,64.0,0.0330999456,0.333251953,2.9333334,0.07421875
17.0,68.0,0.0598616,0.334472656,3.33333325,0.064453125
18.0,72.0,0.0605658554,0.3338623,3.73333335,0.068359375
19.0,76.0,0.06549563,0.364379883,4.133333,0.072265625
20.0,80.0,0.08239774,0.39276123,4.66666651,0.07421875
21.0,84.0,0.0549318232,0.402832031,5.0666666,0.072265625
22.0,88.0,0.0366212167,0.415039063,5.6,0.064453125
23.0,92.0,0.03591696,0.379943848,6.133333,0.064453125
24.0,96.0,0.0316914357,0.337219238,6.8,0.0703125
25.0,100.0,0.0330999456,0.354919434,7.33333349,0.072265625
26.0,104.0,0.0330999456,0.3765869,7.866667,0.07421875
27.0,108.0,0.0380297229,0.392150879,8.533334,0.068359375
28.0,112.0,0.0500020422,0.393981934,9.2,0.07421875
29.0,116.0,0.0500020422,0.393981934,9.866667,0.068359375
30.0,120.0,0.03591696,0.40222168,10.666667,0.072265625
31.0,124.0,0.0387339778,0.435791016,11.333333,0.072265625
32.0,128.0,0.045072265,0.419006348,12.1333332,0.072265625
33.0,132.0,0.0394382328,0.4156494,12.9333334,0.06640625
34.0,136.0,0.04084674,0.435791016,13.7333336,0.07421875
35.0,140.0,0.03591696,0.437011719,14.5333338,0.0703125
36.0,144.0,0.0415509939,0.4156494,15.333333,0.06640625
37.0,148.0,0.0366212167,0.3945923,16.2666664,0.068359375
38.0,152.0,0.0429595038,0.412597656,17.2,0.0703125
39.0,156.0,0.0436637551,0.4345703,18.0,0.072265625
