Time (ms),Nset (1/min),Torque (Nm),Current (V),Angle (deg),Depth (mm)
0.0,0.0,0.0,-0.0106811523,0.0,0.091796875
1.0,4.0,-0.00140850828,0.00335693359,0.0,0.08984375
2.0,8.0,-0.00281701656,0.05493164,0.0,0.083984375
3.0,12.0,0.00211276254,0.187072754,0.0,0.08984375
4.0,16.0,0.0140850823,0.276794434,0.13333334,0.091796875
5.0,20.0,0.0232403874,0.2798462,0.266666681,0.0859375
6.0,24.0,0.0295786746,0.2658081,0.4,0.0859375
7.0,28.0,0.0352127068,0.264282227,0.533333361,0.091796875
8.0,32.0,0.0366212167,0.263977051,0.6666667,0.0859375
9.0,36.0,0.0316914357,0.279541016,0.933333337,0.087890625
10.0,40.0,0.0316914357,0.2798462,1.06666672,0.0859375
11.0,44.0,0.0225361325,0.301818848,1.33333337,0.087890625
12.0,48.0,0.0260574035,0.301513672,1.6,0.087890625
13.0,52.0,0.02394464,0.28137207,2.0,0.08984375
14.0,56.0,0.0246488955,0.300598145,2.26666665,0.087890625
15.0,60.0,0.0246488955,0.322265625,2.66666675,0.083984375
16.0,64.0,0.0218318775,0.302124023,3.0666666,0.08984375
17.0,68.0,0.0218318775,0.2798462,3.4666667,0.08984375
18.0,72.0,0.0598616,0.299377441,3.86666656,0.08984375
19.0,76.0,0.0802849755,0.3375244,4.266667,0.09375
20.0,80.0,0.09507431,0.360107422,4.66666651,0.087890625
21.0,84.0,0.0570445843,0.393371582,5.2,0.08984375
22.0,88.0,0.0338042,0.383300781,5.733333,0.091796875
23.0,92.0,0.0380297229,0.361022949,6.266667,0.087890625
24.0,96.0,0.0316914357,0.33996582,6.8,0.09375
25.0,100.0,0.0394382328,0.339355469,7.4666667,0.09375
26.0,104.0,0.04225525,0.358581543,8.0,0.091796875
27.0,108.0,0.03591696,0.382080078,8.666667,0.0859375
28.0,112.0,0.0373254679,0.383300781,9.333333,0.083984375
29.0,116.0,0.0380297229,0.382080078,10.0,0.091796875
30.0,120.0,0.0401424877,0.3765869,10.666667,0.08984375
31.0,124.0,0.0380297229,0.3982544,11.4666662,0.08984375
32.0,128.0,0.0352127068,0.398864746,12.1333332,0.08984375
33.0,132.0,0.0366212167,0.3866577,12.9333334,0.08984375
34.0,136.0,0.0366212167,0.3817749,13.7333336,0.091796875
35.0,140.0,0.04084674,0.41809082,14.5333338,0.091796875
36.0,144.0,0.0373254679,0.420532227,15.4666662,0.0859375
37.0,148.0,0.0366212167,0.399780273,16.2666664,0.0859375
38.0,152.0,0.0316914357,0.3982544,17.2,0.0859375
39.0,156.0,0.0281701647,0.417785645,18.1333332,0.091796875
40.0,160.0,0.0401424877,0.4345703,19.0666676,0.091796875
41.0,164.0,0.0380297229,0.441589355,20.0,0.087890625
42.0,168.0,0.03591696,0.441589355,21.0666676,0.091796875
43.0,172.0,0.0387339778,0.441589355,22.1333332,0.087890625
44.0,176.0,0.0366212167,0.440368652,23.0666676,0.09375
45.0,180.0,0.03591696,0.44128418,24.1333332,0.083984375
46.0,184.0,0.04225525,0.441589355,25.333334,0.091796875
47.0,188.0,0.03591696,0.4562378,26.4,0.08984375
48.0,192.0,0.0338042,0.457763672,27.4666672,0.0859375
49.0,196.0,0.03239569,0.446167,28.666666,0.08984375
50.0,200.0,0.03591696,0.456848145,29.8666668,0.083984375
51.0,204.0,0.0507062972,0.456542969,31.0666676,0.091796875
52.0,208.0,0.0366212167,0.477294922,32.2666664,0.0859375
53.0,212.0,0.0380297229,0.479125977,33.6,0.087890625
54.0,216.0,0.0429595038,0.4598999,34.8,0.095703125
55.0,220.0,0.0570445843,0.455932617,36.1333351,0.087890625
56.0,224.0,0.0514105521,0.479736328,37.4666672,0.087890625
57.0,228.0,0.0330999456,0.477905273,38.8,0.091796875
58.0,232.0,0.045072265,0.458374023,40.2666664,0.091796875
59.0,236.0,0.0598616,0.458374023,41.6,0.087890625
60.0,240.0,0.0549318232,0.472106934,43.0666656,0.091796875
61.0,244.0,0.0295786746,0.478515625,44.5333328,0.091796875
62.0,248.0,0.0464807749,0.4598999,46.0,0.08984375
63.0,250.0,0.05774884,0.442810059,47.4666672,0.091796875
64.0,250.0,0.0415509939,0.404968262,48.9333344,0.091796875
65.0,250.0,0.0309871826,0.3466797,50.5333328,0.083984375
66.0,250.0,0.03239569,0.2871704,52.0,0.087890625
67.0,250.0,0.02887442,0.2810669,53.4666672,0.087890625
68.0,250.0,0.0281701647,0.280151367,54.9333344,0.09375
69.0,250.0,0.0330999456,0.321655273,56.4,0.087890625
70.0,250.0,0.0253531486,0.32409668,58.0,0.08984375
71.0,250.0,0.0352127068,0.3036499,59.4666672,0.08984375
