Time (ms),Nset (1/min),Torque (Nm),Current (V),Angle (deg),Depth (mm)
0.0,0.0,-0.007042541,0.00366210938,0.0,0.08203125
1.0,4.0,-0.005634033,0.003967285,0.0,0.080078125
2.0,8.0,-0.00211276254,0.07019043,0.13333334,0.07421875
3.0,12.0,-0.004225525,0.180358887,0.13333334,0.078125
4.0,16.0,0.0,0.2734375,0.13333334,0.07421875
5.0,20.0,-0.004225525,0.300292969,0.266666681,0.078125
6.0,24.0,0.00070425414,0.299072266,0.4,0.08203125
7.0,28.0,0.004225525,0.281982422,0.533333361,0.076171875
8.0,32.0,0.0302829277,0.264282227,0.8,0.080078125
9.0,36.0,0.0232403874,0.261535645,0.933333337,0.080078125
10.0,40.0,0.0183106083,0.278015137,1.2,0.08203125
11.0,44.0,0.0295786746,0.299072266,1.4666667,0.087890625
12.0,48.0,0.06338287,0.300292969,1.73333335,0.0703125
13.0,52.0,0.0514105521,0.320739746,2.0,0.080078125
14.0,56.0,0.0338042,0.338134766,2.26666665,0.078125
15.0,60.0,0.0267616566,0.351257324,2.66666675,0.078125
16.0,64.0,0.02394464,0.338134766,3.0666666,0.08203125
17.0,68.0,0.0225361325,0.3213501,3.4666667,0.078125
18.0,72.0,0.0246488955,0.3366089,3.86666656,0.078125
19.0,76.0,0.0373254679,0.337219238,4.266667,0.076171875
20.0,80.0,0.04436801,0.358886719,4.8,0.078125
21.0,84.0,0.1105679,0.3857422,5.2,0.076171875
22.0,88.0,0.08591901,0.4147339,5.733333,0.08203125
23.0,92.0,0.06127011,0.400085449,6.266667,0.080078125
24.0,96.0,0.0471850261,0.363769531,6.8,0.08203125
25.0,100.0,0.0380297229,0.359802246,7.4666667,0.08203125
26.0,104.0,0.0316914357,0.379943848,8.0,0.078125
27.0,108.0,0.0316914357,0.380859375,8.666667,0.078125
28.0,112.0,0.0401424877,0.380859375,9.333333,0.080078125
29.0,116.0,0.045072265,0.379638672,10.0,0.078125
30.0,120.0,0.0415509939,0.3805542,10.666667,0.078125
31.0,124.0,0.0464807749,0.403747559,11.4666662,0.078125
32.0,128.0,0.0471850261,0.419006348,12.2666664,0.083984375
33.0,132.0,0.0394382328,0.4107666,12.9333334,0.08203125
34.0,136.0,0.0401424877,0.3970337,13.7333336,0.07421875
35.0,140.0,0.0429595038,0.417480469,14.666667,0.080078125
36.0,144.0,0.04084674,0.4071045,15.4666662,0.076171875
37.0,148.0,0.0366212167,0.418701172,16.4,0.083984375
38.0,152.0,0.0436637551,0.437011719,17.2,0.076171875
39.0,156.0,0.0415509939,0.453186035,18.1333332,0.078125
40.0,160.0,0.0436637551,0.442810059,19.0666676,0.078125
41.0,164.0,0.04084674,0.432434082,20.1333332,0.08203125
42.0,168.0,0.0436637551,0.439453125,21.0666676,0.080078125
43.0,172.0,0.0366212167,0.455322266,22.1333332,0.080078125
44.0,176.0,0.04225525,0.460510254,23.2,0.080078125
45.0,180.0,0.0429595038,0.441894531,24.1333332,0.076171875
46.0,184.0,0.04577652,0.444335938,25.333334,0.076171875
47.0,188.0,0.0464807749,0.473327637,26.4,0.083984375
48.0,192.0,0.0338042,0.4776001,27.6,0.080078125
49.0,196.0,0.0436637551,0.456848145,28.666666,0.07421875
50.0,200.0,0.0429595038,0.4550171,29.8666668,0.0859375
