Time (ms),Nset (1/min),Torque (Nm),Current (V),Angle (deg),Depth (mm)
0.0,0.0,0.004929779,-0.0146484375,0.0,0.119140625
1.0,4.0,0.004929779,0.0,0.0,0.115234375
2.0,8.0,0.006338287,0.0769043,0.0,0.119140625
3.0,12.0,0.0147893373,0.1739502,0.0,0.123046875
4.0,16.0,0.0246488955,0.238647461,0.13333334,0.125
5.0,20.0,0.0330999456,0.278015137,0.266666681,0.125
6.0,24.0,0.04225525,0.2987671,0.4,0.12109375
7.0,28.0,0.04084674,0.2770996,0.533333361,0.12109375
8.0,32.0,0.0401424877,0.2770996,0.6666667,0.1171875
9.0,36.0,0.03239569,0.276184082,0.933333337,0.12109375
10.0,40.0,0.0253531486,0.300292969,1.06666672,0.126953125
11.0,44.0,0.0225361325,0.319824219,1.33333337,0.125
12.0,48.0,0.0246488955,0.303344727,1.6,0.12109375
13.0,52.0,0.0274659116,0.2984619,2.0,0.1171875
14.0,56.0,0.0260574035,0.293884277,2.26666665,0.119140625
15.0,60.0,0.04225525,0.299072266,2.5333333,0.12109375
16.0,64.0,0.07958072,0.3363037,2.9333334,0.119140625
17.0,68.0,0.08239774,0.359802246,3.33333325,0.125
18.0,72.0,0.0676084,0.394897461,3.73333335,0.123046875
19.0,76.0,0.0514105521,0.395202637,4.266667,0.119140625
20.0,80.0,0.0401424877,0.362548828,4.66666651,0.119140625
21.0,84.0,0.0352127068,0.3579712,5.2,0.125
22.0,88.0,0.03591696,0.3579712,5.733333,0.126953125
23.0,92.0,0.0366212167,0.35736084,6.266667,0.12109375
24.0,96.0,0.0366212167,0.3579712,6.8,0.12109375
25.0,100.0,0.0373254679,0.358276367,7.33333349,0.123046875
26.0,104.0,0.0394382328,0.3579712,8.0,0.123046875
27.0,108.0,0.04225525,0.373535156,8.666667,0.12109375
28.0,112.0,0.0436637551,0.393981934,9.333333,0.119140625
29.0,116.0,0.04436801,0.379943848,10.0,0.1171875
30.0,120.0,0.0380297229,0.380249023,10.666667,0.12109375
31.0,124.0,0.0373254679,0.379638672,11.4666662,0.119140625
32.0,128.0,0.03591696,0.394897461,12.1333332,0.12109375
33.0,132.0,0.0436637551,0.379943848,12.9333334,0.1171875
34.0,136.0,0.04436801,0.390625,13.7333336,0.126953125
35.0,140.0,0.04084674,0.415039063,14.5333338,0.1171875
36.0,144.0,0.04788928,0.4156494,15.4666662,0.119140625
37.0,148.0,0.04225525,0.416564941,16.2666664,0.1171875
38.0,152.0,0.0309871826,0.4159546,17.2,0.12109375
39.0,156.0,0.04084674,0.417480469,18.1333332,0.12109375
40.0,160.0,0.0366212167,0.4321289,19.0666676,0.125
41.0,164.0,0.0387339778,0.437927246,20.0,0.125
42.0,168.0,0.0401424877,0.43762207,21.0666676,0.123046875
43.0,172.0,0.0401424877,0.439147949,22.0,0.119140625
44.0,176.0,0.0394382328,0.43762207,23.0666676,0.12109375
45.0,180.0,0.0394382328,0.423583984,24.1333332,0.123046875
46.0,184.0,0.03591696,0.438232422,25.2,0.12890625
47.0,188.0,0.0387339778,0.455322266,26.4,0.125
48.0,192.0,0.03450845,0.459289551,27.4666672,0.119140625
49.0,196.0,0.0436637551,0.454101563,28.666666,0.12109375
50.0,200.0,0.04225525,0.455322266,29.8666668,0.119140625
51.0,204.0,0.0549318232,0.454406738,31.0666676,0.126953125
52.0,208.0,0.0464807749,0.474243164,32.2666664,0.119140625
53.0,212.0,0.04225525,0.476989746,33.6,0.123046875
54.0,216.0,0.0464807749,0.4562378,34.8,0.12109375
55.0,220.0,0.0429595038,0.471496582,36.1333351,0.126953125
56.0,224.0,0.04788928,0.497131348,37.4666672,0.119140625
57.0,228.0,0.05774884,0.497131348,38.8,0.123046875
