Time (ms),TCP_x (mm),TCP_y (mm),TCP_z (mm),TCP_rx (rad),TCP_ry (rad),TCP_rz (rad),Robot_I (A)
1.487,0.0,0.0,0.0,1.228,1.171,-1.208,1.055
4.865,0.0,0.0,0.0,1.228,1.171,-1.208,1.055
7.845,0.0,0.0,0.0,1.228,1.171,-1.208,1.055
9.844,0.0,0.0,0.0,1.228,1.171,-1.208,1.055
12.836,0.0,0.0,0.0,1.228,1.171,-1.208,0.95
14.316,0.0,0.0,0.0,1.228,1.171,-1.208,0.95
16.862,0.0,0.0,0.0,1.228,1.171,-1.208,0.95
18.323,0.0,0.0,0.0,1.228,1.171,-1.208,0.95
19.811,0.0,0.0,0.0,1.228,1.171,-1.208,0.986
22.787000000000003,0.0,0.0,0.0,1.228,1.171,-1.208,0.986
25.763,0.0,0.0,0.0,1.228,1.171,-1.208,0.986
27.252,0.0,0.0,0.0,1.228,1.171,-1.208,0.986
28.771,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
31.717,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
34.692,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
38.66,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
40.148,0.0,0.0,0.0,1.228,1.171,-1.208,1.02
43.127,0.0,0.0,0.0,1.228,1.171,-1.208,1.02
44.614,0.0,0.0,0.0,1.228,1.171,-1.208,1.02
46.102,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
47.595,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
50.571,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
52.054,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
55.042,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
58.045,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
59.528,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
61.016,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
63.544,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
65.03399999999999,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
66.527,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
68.011,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
69.49900000000001,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
72.973,0.0,0.0,0.0,1.228,1.171,-1.208,0.985
74.458,0.0,0.0,0.0,1.228,1.171,-1.208,0.985
75.95200000000001,0.0,0.0,0.0,1.228,1.171,-1.208,0.985
77.435,0.0,0.0,0.0,1.228,1.171,-1.208,0.985
78.92699999999999,0.0,0.0,0.0,1.228,1.171,-1.208,0.985
81.907,0.0,0.0,0.0,1.228,1.171,-1.208,1.055
83.391,0.0,0.0,0.0,1.228,1.171,-1.208,1.055
84.881,0.0,0.0,0.0,1.228,1.171,-1.208,1.055
86.373,0.0,0.0,0.0,1.228,1.171,-1.208,1.055
89.845,0.0,0.0,0.0,1.228,1.171,-1.208,1.055
91.348,0.0,0.0,0.0,1.228,1.171,-1.208,0.915
94.313,0.0,0.0,0.0,1.228,1.171,-1.208,0.915
