Time (ms),TCP_x (mm),TCP_y (mm),TCP_z (mm),TCP_rx (rad),TCP_ry (rad),TCP_rz (rad),Robot_I (A)
1.001,0.0,0.0,0.0,1.228,1.171,-1.208,1.127
4.908,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
7.099,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
9.099,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
12.089,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
14.083,0.0,0.0,0.0,1.228,1.171,-1.208,1.232
16.424,0.0,0.0,0.0,1.228,1.171,-1.208,1.232
18.414,0.0,0.0,0.0,1.228,1.171,-1.208,1.232
20.412,0.0,0.0,0.0,1.228,1.171,-1.208,1.232
22.432,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.267
24.43,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.267
27.429,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.267
29.417,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.267
31.411,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.267
33.406,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.232
35.4,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.232
37.395,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.232
39.39,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.232
41.384,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.162
45.742,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.162
47.791,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.162
49.77,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.232
51.801,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.232
53.789,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.232
55.884,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.232
57.946,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.232
60.406,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.092
64.479,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.092
66.476,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.092
68.497,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.232
70.465,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.232
72.57900000000001,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.232
74.598,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.232
76.57700000000001,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.091
79.598,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.091
81.625,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.091
83.618,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.091
85.71,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.091
87.707,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.197
89.753,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.197
91.698,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.197
93.718,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.197
96.788,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.197
98.816,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.197
100.78,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.197
102.946,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.197
104.944,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.302
107.057,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.302
109.055,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.302
112.077,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.302
114.066,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.233
116.062,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.233
118.131,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.233
120.129,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.233
122.144,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.197
124.123,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.197
126.113,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.197
129.114,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.197
131.133,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.091
133.408,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.091
135.554,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.091
137.55200000000002,0.0999999999999943,0.0,0.0,1.228,1.171,-1.208,1.091
139.573,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.162
141.542,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.162
145.55499999999998,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.162
148.554,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.162
152.703,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
154.70000000000002,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
156.728,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
158.692,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.161
162.222,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.161
164.218,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.161
166.213,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.161
168.20499999999998,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.161
170.19899999999998,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.232
172.19400000000002,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.232
174.18800000000002,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.232
178.181,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.232
182.167,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.232
184.161,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.232
186.156,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.232
188.151,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.232
190.146,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.232
192.144,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.232
196.163,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.232
198.125,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.302
202.147,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.302
204.109,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.302
206.128,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.267
208.123,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.267
210.1,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.267
213.11,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.267
215.104,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.268
217.075,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.268
219.07,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.268
221.097,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.268
223.058,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.268
225.055,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.197
227.05,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.197
229.043,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.197
231.069,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.197
233.064,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.197
237.059,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.232
239.043,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.232
241.042,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.232
243.014,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.232
246.009,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.232
248.003,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.232
249.997,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.232
251.992,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.232
253.987,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.161
255.981,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.161
257.976,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.161
260.483,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.161
263.485,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.126
265.47900000000004,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.126
267.473,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.126
269.467,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
271.486,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
273.456,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
289.414,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
299.68600000000004,0.0999999999999943,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
