Time (ms),TCP_x (mm),TCP_y (mm),TCP_z (mm),TCP_rx (rad),TCP_ry (rad),TCP_rz (rad),Robot_I (A)
2.949,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
6.669,0.0,0.0,0.0,1.228,1.171,-1.208,1.021
8.667,0.0,0.0,0.0,1.228,1.171,-1.208,1.021
10.682,0.0,0.0,0.0,1.228,1.171,-1.208,1.021
12.711,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
14.708,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
16.726000000000003,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
20.943,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
23.016,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
25.092,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
27.09,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
29.251,0.0,0.099999999999909,0.0,1.228,1.171,-1.208,1.126
31.248,0.0,0.099999999999909,0.0,1.228,1.171,-1.208,1.126
33.243,0.0,0.099999999999909,0.0,1.228,1.171,-1.208,1.126
35.241,0.0,0.099999999999909,0.0,1.228,1.171,-1.208,1.126
39.227,0.0,0.099999999999909,0.0,1.228,1.171,-1.208,1.092
41.255,0.0,0.099999999999909,0.0,1.228,1.171,-1.208,1.092
45.254000000000005,0.0,0.099999999999909,0.0,1.228,1.171,-1.208,1.092
47.249,0.0,0.099999999999909,0.0,1.228,1.171,-1.208,1.056
49.276,0.0,0.099999999999909,0.0,1.228,1.171,-1.208,1.056
51.24,0.0,0.099999999999909,0.0,1.228,1.171,-1.208,1.056
53.234,0.0,0.099999999999909,0.0,1.228,1.171,-1.208,1.056
55.275,0.0,0.099999999999909,0.0,1.228,1.171,-1.208,1.057
57.254,0.0,0.099999999999909,0.0,1.228,1.171,-1.208,1.057
59.216,0.0,0.099999999999909,0.0,1.228,1.171,-1.208,1.057
61.388,0.0,0.099999999999909,0.0,1.228,1.171,-1.208,1.057
63.43,0.0,0.099999999999909,0.0,1.228,1.171,-1.208,1.057
65.40700000000001,0.0,0.099999999999909,0.0,1.228,1.171,-1.208,1.162
67.40400000000001,0.0,0.099999999999909,0.0,1.228,1.171,-1.208,1.162
69.4,0.0,0.099999999999909,0.0,1.228,1.171,-1.208,1.162
71.394,0.0,0.099999999999909,0.0,1.228,1.171,-1.208,1.162
73.408,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
75.407,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
77.53599999999999,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
79.565,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
81.653,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
83.672,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
87.64099999999999,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
89.727,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
91.725,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
93.739,0.0,0.0,0.0,1.228,1.171,-1.208,1.021
95.827,0.0,0.0,0.0,1.228,1.171,-1.208,1.021
98.013,0.0,0.0,0.0,1.228,1.171,-1.208,1.021
100.015,0.0,0.0,0.0,1.228,1.171,-1.208,1.021
102.007,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
105.172,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
107.205,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
109.199,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
111.189,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
113.181,0.0,0.0,0.0,1.228,1.171,-1.208,1.197
117.173,0.0,0.0,0.0,1.228,1.171,-1.208,1.197
119.17,0.0,0.0,0.0,1.228,1.171,-1.208,1.197
122.683,0.0,0.0,0.0,1.228,1.171,-1.208,1.197
124.703,0.0,0.0,0.0,1.228,1.171,-1.208,1.197
132.684,0.0,0.0,0.0,1.228,1.171,-1.208,1.197
134.655,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.056
137.677,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.056
141.904,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.056
143.925,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
145.94899999999998,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
147.941,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
149.911,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
151.909,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.232
154.905,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.232
156.893,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.232
158.932,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.232
160.887,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.021
162.991,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.021
164.989,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.021
166.983,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.021
169.986,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.021
172.96800000000002,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,0.985
174.961,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,0.985
176.956,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,0.985
178.951,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,0.985
180.946,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,0.985
