Time (ms),TCP_x (mm),TCP_y (mm),TCP_z (mm),TCP_rx (rad),TCP_ry (rad),TCP_rz (rad),Robot_I (A)
1.505,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
26.949,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
29.939,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
31.933000000000003,0.0,0.0,0.0,1.228,1.171,-1.208,1.196
35.921,0.0,0.0,0.0,1.228,1.171,-1.208,1.196
37.92100000000001,0.0,0.0,0.0,1.228,1.171,-1.208,1.196
40.908,0.0,0.0,0.0,1.228,1.171,-1.208,1.196
42.903,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
45.134,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
47.529,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
49.806,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
51.804,0.0,0.0,0.0,1.228,1.171,-1.208,1.197
53.888,0.0,0.0,0.0,1.228,1.171,-1.208,1.197
55.906,0.0,0.0,0.0,1.228,1.171,-1.208,1.197
57.88,0.0,0.0,0.0,1.228,1.171,-1.208,1.197
59.904,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
62.032,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
64.154,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
66.17099999999999,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
68.343,0.0,0.0,0.0,1.228,1.171,-1.208,1.197
70.524,0.0,0.0,0.0,1.228,1.171,-1.208,1.197
72.635,0.0,0.0,0.0,1.228,1.171,-1.208,1.197
74.632,0.0,0.0,0.0,1.228,1.171,-1.208,1.197
76.727,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
78.786,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
80.72,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
82.719,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
84.88600000000001,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
86.992,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
89.03899999999999,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
93.005,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
