Time (ms),TCP_x (mm),TCP_y (mm),TCP_z (mm),TCP_rx (rad),TCP_ry (rad),TCP_rz (rad),Robot_I (A)
2.977,0.0,0.0,0.0,1.228,1.171,-1.208,0.985
4.963,0.0,0.0,0.0,1.228,1.171,-1.208,0.985
7.936,0.0,0.0,0.0,1.228,1.171,-1.208,0.985
9.424,0.0,0.0,0.0,1.228,1.171,-1.208,0.985
10.912,0.0,0.0,0.0,1.228,1.171,-1.208,0.985
12.401,0.0,0.0,0.0,1.228,1.171,-1.208,0.985
15.377,0.0,0.0,0.0,1.228,1.171,-1.208,0.985
17.856,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
19.344,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
20.832,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
23.807,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
25.295,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
26.783,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
28.272,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
31.249,0.0,0.0,0.0,1.228,1.171,-1.208,1.092
33.237,0.0,0.0,0.0,1.228,1.171,-1.208,1.092
35.713,0.0,0.0,0.0,1.228,1.171,-1.208,1.092
37.2,0.0,0.0,0.0,1.228,1.171,-1.208,1.092
38.714,0.0,0.0,0.0,1.228,1.171,-1.208,1.092
41.668,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
43.152,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
46.128,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
47.616,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
50.597,0.0,0.0,0.0,1.228,1.171,-1.208,0.986
52.622,0.0,0.0,0.0,1.228,1.171,-1.208,0.986
54.094,0.0,0.0,0.0,1.228,1.171,-1.208,0.986
57.042,0.0,0.0,0.0,1.228,1.171,-1.208,0.986
58.543,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
60.018,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
61.506,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
64.482,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
67.97,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
69.95700000000001,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
71.445,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
72.937,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
75.909,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
77.39699999999999,0.0,0.0,0.0,1.228,1.171,-1.208,1.055
78.88499999999999,0.0,0.0,0.0,1.228,1.171,-1.208,1.055
80.37700000000001,0.0,0.0,0.0,1.228,1.171,-1.208,1.055
84.841,0.0,0.0,0.0,1.228,1.171,-1.208,1.055
86.324,0.0,0.0,0.0,1.228,1.171,-1.208,1.021
89.301,0.0,0.0,0.0,1.228,1.171,-1.208,1.021
92.277,0.0,0.0,0.0,1.228,1.171,-1.208,1.021
93.765,0.0,0.0,0.0,1.228,1.171,-1.208,1.021
96.745,0.0,0.0,0.0,1.228,1.171,-1.208,1.021
98.229,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
101.205,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
102.693,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
104.181,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
107.157,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
108.645,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
110.133,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
111.621,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
114.597,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
118.07,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
119.557,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
121.044,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
123.029,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
126.004,0.0,0.0,0.0,1.228,1.171,-1.208,0.985
127.492,0.0,0.0,0.0,1.228,1.171,-1.208,0.985
128.98000000000002,0.0,0.0,0.0,1.228,1.171,-1.208,0.985
130.468,0.0,0.0,0.0,1.228,1.171,-1.208,0.985
134.933,0.0,0.0,0.0,1.228,1.171,-1.208,0.985
136.916,0.0,0.0,0.0,1.228,1.171,-1.208,0.88
138.9,0.0,0.0,0.0,1.228,1.171,-1.208,0.88
141.876,0.0,0.0,0.0,1.228,1.171,-1.208,0.88
144.852,0.0,0.0,0.0,1.228,1.171,-1.208,1.021
146.34,0.0,0.0,0.0,1.228,1.171,-1.208,1.021
147.82799999999995,0.0,0.0,0.0,1.228,1.171,-1.208,1.021
151.304,0.0,0.0,0.0,1.228,1.171,-1.208,1.021
154.28,0.0,0.0,0.0,1.228,1.171,-1.208,1.021
156.26399999999998,0.0,0.0,0.0,1.228,1.171,-1.208,1.021
158.281,0.0,0.0,0.0,1.228,1.171,-1.208,1.021
160.26299999999998,0.0,0.0,0.0,1.228,1.171,-1.208,1.021
161.743,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,0.88
164.69500000000002,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,0.88
166.68,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,0.88
169.187,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,0.88
172.19400000000002,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,0.88
175.173,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,0.986
176.65800000000002,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,0.986
178.149,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,0.986
179.602,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,0.986
183.581,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.056
186.547,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.056
190.052,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.056
192.994,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,0.985
194.514,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,0.985
195.996,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,0.985
197.481,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,0.985
200.933,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,0.985
202.94,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,0.985
204.402,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,0.985
