Time (ms),TCP_x (mm),TCP_y (mm),TCP_z (mm),TCP_rx (rad),TCP_ry (rad),TCP_rz (rad),Robot_I (A)
2.989,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
4.984,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
7.077,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
9.138,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
11.136,0.0,0.0,0.0,1.228,1.171,-1.208,1.092
13.13,0.0,0.0,0.0,1.228,1.171,-1.208,1.092
14.637,0.0,0.0,0.0,1.228,1.171,-1.208,1.092
17.635,0.0,0.0,0.0,1.228,1.171,-1.208,1.092
20.783,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
22.808,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
24.805,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
26.8,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
28.931,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
30.928,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
32.94,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
35.997,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
37.995000000000005,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
40.223,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
42.275,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
44.247,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
46.294,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
48.292,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
52.622,0.0,0.0,0.0,1.228,1.171,-1.208,1.197
54.722,0.0,0.0,0.0,1.228,1.171,-1.208,1.197
57.004,0.0,0.0,0.0,1.228,1.171,-1.208,1.197
59.001,0.0,0.0,0.0,1.228,1.171,-1.208,1.196
61.073,0.0,0.0,0.0,1.228,1.171,-1.208,1.196
63.096,0.0,0.0,0.0,1.228,1.171,-1.208,1.196
65.066,0.0,0.0,0.0,1.228,1.171,-1.208,1.196
67.063,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
70.312,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
72.586,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
74.613,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
76.605,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
78.60300000000001,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
80.624,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
82.599,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
85.851,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
88.039,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
90.126,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
92.123,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
94.122,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
96.275,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
98.274,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
102.295,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
104.294,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
108.283,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
138.691,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
140.685,0.0,0.0,0.0,1.228,1.171,-1.208,1.127
142.714,0.0,0.0,0.0,1.228,1.171,-1.208,1.127
144.675,0.0,0.0,0.0,1.228,1.171,-1.208,1.127
146.704,0.0,0.0,0.0,1.228,1.171,-1.208,1.127
149.66199999999998,0.0,0.0,0.0,1.228,1.171,-1.208,1.127
151.66299999999998,0.0,0.0,0.0,1.228,1.171,-1.208,1.197
155.678,0.0,0.0,0.0,1.228,1.171,-1.208,1.197
157.675,0.0,0.0,0.0,1.228,1.171,-1.208,1.197
159.669,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
161.654,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
163.624,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
167.619,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
169.61399999999998,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
171.603,0.0,0.0,0.0,1.228,1.171,-1.208,1.197
173.633,0.0,0.0,0.0,1.228,1.171,-1.208,1.197
175.625,0.0,0.0,0.0,1.228,1.171,-1.208,1.197
177.619,0.0,0.0,0.0,1.228,1.171,-1.208,1.197
179.606,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.162
