Time (ms),TCP_x (mm),TCP_y (mm),TCP_z (mm),TCP_rx (rad),TCP_ry (rad),TCP_rz (rad),Robot_I (A)
2.0,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
4.176,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
6.174,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
8.168999999999999,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.056
10.164,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.056
12.158,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.056
16.372999999999998,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.056
18.371,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.161
20.365,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.161
22.360000000000003,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.161
24.354,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.021
26.35,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.021
28.344,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.021
31.346,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.021
33.375,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
35.61,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
37.723,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
39.721,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
43.71,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
45.707,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.126
49.74,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.126
53.719,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.126
56.707,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.055
59.216,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.055
61.345,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.127
65.338,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.127
67.366,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.127
69.528,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.127
71.525,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,0.951
73.547,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,0.951
75.605,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,0.951
77.60300000000001,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,0.951
80.606,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.127
82.615,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.127
84.608,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.127
88.574,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.127
90.792,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
92.881,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
94.879,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
99.047,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
101.045,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.127
103.142,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.127
105.139,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.127
107.134,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.126
109.128,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.126
111.123,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.126
115.113,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.126
117.107,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
119.102,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
121.097,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
123.091,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
125.086,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.162
127.081,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.162
129.076,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.162
131.071,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.162
134.064,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.162
136.08999999999995,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
142.041,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
144.036,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
146.034,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.091
149.044,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.126
152.051,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.126
154.04399999999998,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.126
156.04100000000005,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.126
158.035,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.021
159.571,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.021
161.601,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.021
167.55800000000002,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.021
171.756,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.126
173.538,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.126
175.564,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.126
177.558,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.092
180.535,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.092
184.542,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.092
186.536,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.092
188.529,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.162
190.517,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.162
192.512,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.162
194.48,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.162
197.487,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.197
200.466,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.197
202.459,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.197
204.487,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.197
206.48,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.056
208.469,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.056
212.43400000000003,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.056
214.431,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.056
217.419,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.162
