Time (ms),TCP_x (mm),TCP_y (mm),TCP_z (mm),TCP_rx (rad),TCP_ry (rad),TCP_rz (rad),Robot_I (A)
4.961,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
6.446000000000001,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
10.417,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
13.385,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
14.847,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
20.206,0.0,0.0,0.0,1.228,1.171,-1.208,1.232
21.694000000000003,0.0,0.0,0.0,1.228,1.171,-1.208,1.232
23.182,0.0,0.0,0.0,1.228,1.171,-1.208,1.232
24.669,0.0,0.0,0.0,1.228,1.171,-1.208,1.232
26.157,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
27.646,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
29.152,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
30.639,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
33.617000000000004,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
37.583,0.0,0.0,0.0,1.228,1.171,-1.208,1.232
39.072,0.0,0.0,0.0,1.228,1.171,-1.208,1.232
42.051,0.0,0.0,0.0,1.228,1.171,-1.208,1.232
43.544,0.0,0.0,0.0,1.228,1.171,-1.208,1.196
45.03,0.0,0.0,0.0,1.228,1.171,-1.208,1.196
46.518,0.0,0.0,0.0,1.228,1.171,-1.208,1.196
49.495,0.0,0.0,0.0,1.228,1.171,-1.208,1.196
53.464,0.0,0.0,0.0,1.228,1.171,-1.208,1.021
55.475,0.0,0.0,0.0,1.228,1.171,-1.208,1.021
56.966,0.0,0.0,0.0,1.228,1.171,-1.208,1.021
59.941,0.0,0.0,0.0,1.228,1.171,-1.208,1.021
62.93600000000001,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
65.93499999999999,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
69.888,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
71.37100000000001,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
75.587,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
78.33,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
79.771,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
82.753,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
84.73400000000001,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
87.211,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
88.734,0.0,0.0,0.0,1.228,1.171,-1.208,1.267
