Time (ms),TCP_x (mm),TCP_y (mm),TCP_z (mm),TCP_rx (rad),TCP_ry (rad),TCP_rz (rad),Robot_I (A)
1.979,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
23.809,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
36.699000000000005,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
39.676,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
41.659,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
47.612,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
51.084,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
52.571,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
57.532,0.0,0.0,0.0,1.228,1.171,-1.208,1.126
61.004000000000005,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
62.992,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
64.97500000000001,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
67.952,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
70.431,0.0,0.0,0.0,1.228,1.171,-1.208,1.161
74.89500000000001,0.0,0.0,0.0,1.228,1.171,-1.208,1.127
76.416,0.0,0.0,0.0,1.228,1.171,-1.208,1.127
79.40700000000001,0.0,0.0,0.0,1.228,1.171,-1.208,1.127
81.855,0.0,0.0,0.0,1.228,1.171,-1.208,1.127
83.343,0.0,0.0,0.0,1.228,1.171,-1.208,1.092
86.395,0.0,0.0,0.0,1.228,1.171,-1.208,1.092
88.80499999999999,0.0,0.0,0.0,1.228,1.171,-1.208,1.092
91.284,0.0,0.0,0.0,1.228,1.171,-1.208,1.092
93.784,0.0,0.0,0.0,1.228,1.171,-1.208,1.092
95.247,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
96.796,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
98.271,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
101.239,0.0,0.0,0.0,1.228,1.171,-1.208,1.056
102.731,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
104.215,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
106.698,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
108.712,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
110.2,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
111.655,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
113.175,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
116.119,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
117.632,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
119.095,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
120.583,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
123.559,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
125.047,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
126.535,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
128.024,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
131.0,0.0,0.0,0.0,1.228,1.171,-1.208,1.162
133.97500000000002,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
135.495,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
136.951,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
140.924,0.0,0.0,0.0,1.228,1.171,-1.208,1.091
142.904,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.126
144.392,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.126
146.907,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.126
148.36,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.126
149.866,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.126
152.835,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.126
155.307,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.126
159.275,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.126
161.256,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.021
164.235,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.021
167.21,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.021
168.73,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.162
173.167,0.0,0.0,0.0999999999999943,1.228,1.171,-1.208,1.162
