Time (ms),Nset (1/min),Torque (Nm),Current (V),Angle (deg),Depth (mm)
0.0,0.0,0.004929779,-0.0140380859,0.0,0.1328125
1.0,4.0,0.004225525,-0.0106811523,0.0,0.130859375
2.0,8.0,0.00774679566,0.0473022461,0.0,0.1328125
3.0,12.0,0.0147893373,0.174560547,0.0,0.134765625
4.0,16.0,0.0218318775,0.276489258,0.13333334,0.130859375
5.0,20.0,0.0232403874,0.297851563,0.266666681,0.130859375
6.0,24.0,0.0302829277,0.280151367,0.4,0.12890625
7.0,28.0,0.03591696,0.26763916,0.533333361,0.123046875
8.0,32.0,0.0316914357,0.26550293,0.6666667,0.1328125
9.0,36.0,0.0267616566,0.276794434,0.933333337,0.12890625
10.0,40.0,0.0232403874,0.297851563,1.06666672,0.130859375
11.0,44.0,0.0232403874,0.301818848,1.33333337,0.126953125
12.0,48.0,0.0253531486,0.2987671,1.6,0.1328125
13.0,52.0,0.0183106083,0.3036499,2.0,0.12890625
14.0,56.0,0.0218318775,0.3189087,2.26666665,0.130859375
15.0,60.0,0.0211276244,0.303039551,2.66666675,0.13671875
16.0,64.0,0.0218318775,0.2770996,2.9333334,0.12890625
17.0,68.0,0.0260574035,0.303039551,3.33333325,0.130859375
18.0,72.0,0.04084674,0.33416748,3.73333335,0.130859375
19.0,76.0,0.100004084,0.335388184,4.266667,0.130859375
20.0,80.0,0.116906188,0.3616333,4.66666651,0.134765625
21.0,84.0,0.0584530942,0.411682129,5.2,0.123046875
22.0,88.0,0.0429595038,0.416870117,5.733333,0.140625
23.0,92.0,0.0330999456,0.357666016,6.266667,0.1328125
24.0,96.0,0.02394464,0.32043457,6.8,0.1328125
25.0,100.0,0.0260574035,0.323181152,7.33333349,0.12890625
26.0,104.0,0.0260574035,0.356140137,8.0,0.12890625
27.0,108.0,0.03239569,0.377502441,8.666667,0.126953125
28.0,112.0,0.052819062,0.37902832,9.333333,0.126953125
29.0,116.0,0.0584530942,0.37902832,10.0,0.1328125
30.0,120.0,0.04436801,0.391235352,10.666667,0.130859375
31.0,124.0,0.0366212167,0.4095459,11.4666662,0.130859375
32.0,128.0,0.03239569,0.394897461,12.1333332,0.125
33.0,132.0,0.03591696,0.3942871,12.9333334,0.130859375
34.0,136.0,0.0316914357,0.395202637,13.7333336,0.12890625
35.0,140.0,0.04084674,0.4156494,14.5333338,0.130859375
36.0,144.0,0.0535233133,0.399780273,15.4666662,0.12890625
37.0,148.0,0.0436637551,0.3942871,16.2666664,0.12890625
38.0,152.0,0.0387339778,0.4119873,17.2,0.13671875
39.0,156.0,0.0387339778,0.416870117,18.1333332,0.1328125
40.0,160.0,0.0316914357,0.421447754,19.0666676,0.130859375
41.0,164.0,0.0366212167,0.417785645,20.0,0.134765625
42.0,168.0,0.048593536,0.421142578,21.0666676,0.126953125
43.0,172.0,0.0415509939,0.450744629,22.0,0.12109375
44.0,176.0,0.0352127068,0.454406738,23.0666676,0.1328125
45.0,180.0,0.0387339778,0.438842773,24.1333332,0.12890625
46.0,184.0,0.0352127068,0.422363281,25.2,0.134765625
47.0,188.0,0.04577652,0.441894531,26.4,0.125
48.0,192.0,0.0387339778,0.4550171,27.4666672,0.130859375
49.0,196.0,0.03450845,0.438232422,28.666666,0.130859375
50.0,200.0,0.0338042,0.450134277,29.8666668,0.123046875
51.0,204.0,0.0274659116,0.4534912,31.0666676,0.1328125
52.0,208.0,0.0380297229,0.471801758,32.2666664,0.1328125
53.0,212.0,0.03450845,0.476074219,33.4666672,0.134765625
54.0,216.0,0.0500020422,0.455627441,34.8,0.12890625
55.0,220.0,0.0366212167,0.4598999,36.1333351,0.130859375
56.0,224.0,0.0394382328,0.491943359,37.4666672,0.1328125
57.0,228.0,0.03450845,0.476989746,38.8,0.12890625
58.0,232.0,0.0338042,0.475769043,40.1333351,0.1328125
59.0,236.0,0.0316914357,0.4751587,41.6,0.125
60.0,240.0,0.0394382328,0.493164063,42.9333344,0.13671875
61.0,244.0,0.04436801,0.479431152,44.4,0.12890625
62.0,248.0,0.045072265,0.47668457,45.8666649,0.12890625
63.0,250.0,0.0338042,0.4763794,47.3333321,0.1328125
64.0,250.0,0.0436637551,0.4373169,48.9333344,0.1328125
65.0,250.0,0.0295786746,0.358276367,50.4,0.134765625
66.0,250.0,0.0218318775,0.299377441,51.8666649,0.125
67.0,250.0,0.0197191164,0.2984619,53.3333321,0.130859375
68.0,250.0,0.0295786746,0.3161621,54.9333344,0.130859375
69.0,250.0,0.0225361325,0.3189087,56.4,0.126953125
70.0,250.0,0.0267616566,0.3189087,57.8666649,0.12890625
71.0,250.0,0.03450845,0.318603516,59.3333321,0.12890625
72.0,250.0,0.0387339778,0.3338623,60.8,0.126953125
73.0,250.0,0.02887442,0.339660645,62.4,0.12890625
74.0,250.0,0.0225361325,0.335693359,63.8666649,0.125
75.0,250.0,0.02887442,0.319824219,65.3333359,0.1328125
76.0,250.0,0.03450845,0.334777832,66.8,0.12890625
77.0,250.0,0.0267616566,0.33203125,68.26667,0.12890625
78.0,250.0,0.0366212167,0.335388184,69.86667,0.125
79.0,250.0,0.0500020422,0.335693359,71.3333359,0.126953125
80.0,250.0,0.0281701647,0.335693359,72.8,0.12890625
81.0,250.0,0.0295786746,0.323181152,74.26667,0.13671875
82.0,250.0,0.0394382328,0.3201294,75.73333,0.12890625
83.0,250.0,0.04577652,0.332946777,77.2,0.12890625
84.0,250.0,0.0147893373,0.335693359,78.8,0.125
85.0,250.0,0.0316914357,0.320739746,80.26667,0.1328125
86.0,250.0,0.03591696,0.2987671,81.73333,0.125
87.0,250.0,0.0295786746,0.3189087,83.2,0.130859375
88.0,250.0,0.0218318775,0.319213867,84.6666641,0.130859375
89.0,250.0,0.03591696,0.319213867,86.26667,0.12890625
90.0,250.0,0.0429595038,0.319824219,87.73333,0.1328125
