Time (ms),Nset (1/min),Torque (Nm),Current (V),Angle (deg),Depth (mm)
0.0,0.0,-0.00845105,-0.0152587891,0.0,0.083984375
1.0,4.0,-0.00352127058,-0.008544922,0.0,0.0859375
2.0,8.0,-0.00281701656,0.0436401367,0.0,0.0859375
3.0,12.0,0.00281701656,0.178833008,0.0,0.08984375
4.0,16.0,0.00140850828,0.271911621,0.13333334,0.0859375
5.0,20.0,-0.00070425414,0.288085938,0.266666681,0.08984375
6.0,24.0,0.00070425414,0.269165039,0.4,0.083984375
7.0,28.0,0.01197232,0.237426758,0.533333361,0.087890625
8.0,32.0,0.0267616566,0.218811035,0.6666667,0.08984375
9.0,36.0,0.0232403874,0.2456665,0.933333337,0.083984375
10.0,40.0,0.0281701647,0.274963379,1.06666672,0.08984375
11.0,44.0,0.0309871826,0.273742676,1.33333337,0.083984375
12.0,48.0,0.0211276244,0.29296875,1.6,0.08203125
13.0,52.0,0.0197191164,0.296325684,2.0,0.080078125
14.0,56.0,0.0169021,0.296325684,2.26666665,0.080078125
15.0,60.0,0.01197232,0.2972412,2.66666675,0.083984375
16.0,64.0,0.0169021,0.3173828,2.9333334,0.083984375
17.0,68.0,0.0225361325,0.3173828,3.33333325,0.083984375
18.0,72.0,0.0373254679,0.295715332,3.73333335,0.08203125
19.0,76.0,0.0464807749,0.305175781,4.266667,0.0859375
20.0,80.0,0.0500020422,0.3729248,4.66666651,0.083984375
21.0,84.0,0.0605658554,0.3768921,5.2,0.08984375
22.0,88.0,0.0556360781,0.377502441,5.733333,0.0859375
23.0,92.0,0.04929779,0.3555298,6.266667,0.087890625
24.0,96.0,0.0514105521,0.355834961,6.8,0.083984375
25.0,100.0,0.0507062972,0.3756714,7.33333349,0.0859375
26.0,104.0,0.0415509939,0.377502441,8.0,0.087890625
27.0,108.0,0.03450845,0.377197266,8.666667,0.0859375
28.0,112.0,0.0302829277,0.377502441,9.333333,0.087890625
29.0,116.0,0.0373254679,0.357055664,10.0,0.083984375
30.0,120.0,0.03239569,0.364990234,10.666667,0.091796875
31.0,124.0,0.0366212167,0.3768921,11.4666662,0.087890625
32.0,128.0,0.0366212167,0.390930176,12.1333332,0.087890625
33.0,132.0,0.0394382328,0.37902832,12.9333334,0.087890625
34.0,136.0,0.04225525,0.376281738,13.7333336,0.087890625
35.0,140.0,0.0429595038,0.393371582,14.5333338,0.080078125
36.0,144.0,0.0380297229,0.412597656,15.4666662,0.091796875
37.0,148.0,0.0394382328,0.396728516,16.2666664,0.08203125
38.0,152.0,0.03591696,0.40222168,17.2,0.08984375
39.0,156.0,0.04225525,0.4147339,18.1333332,0.09375
40.0,160.0,0.04436801,0.415344238,19.0666676,0.091796875
41.0,164.0,0.0436637551,0.415039063,20.0,0.083984375
42.0,168.0,0.0415509939,0.415039063,21.0666676,0.083984375
43.0,172.0,0.045072265,0.424194336,22.0,0.083984375
44.0,176.0,0.0373254679,0.4156494,23.0666676,0.08203125
45.0,180.0,0.045072265,0.415344238,24.1333332,0.08984375
46.0,184.0,0.045072265,0.42388916,25.2,0.0859375
47.0,188.0,0.03239569,0.4360962,26.4,0.080078125
48.0,192.0,0.0464807749,0.4522705,27.4666672,0.087890625
49.0,196.0,0.0380297229,0.436706543,28.666666,0.09375
50.0,200.0,0.0387339778,0.43548584,29.8666668,0.087890625
51.0,204.0,0.0429595038,0.436401367,31.0666676,0.0859375
52.0,208.0,0.0295786746,0.436401367,32.2666664,0.0859375
53.0,212.0,0.0436637551,0.452575684,33.6,0.087890625
54.0,216.0,0.0274659116,0.4373169,34.8,0.083984375
55.0,220.0,0.04577652,0.442504883,36.1333351,0.087890625
56.0,224.0,0.0394382328,0.473327637,37.4666672,0.087890625
57.0,228.0,0.0394382328,0.474243164,38.8,0.09375
58.0,232.0,0.0366212167,0.4534912,40.2666664,0.087890625
59.0,236.0,0.04225525,0.452575684,41.6,0.095703125
60.0,240.0,0.0415509939,0.473022461,43.0666656,0.08203125
61.0,244.0,0.03450845,0.4736328,44.5333328,0.087890625
62.0,248.0,0.0352127068,0.473327637,46.0,0.0859375
63.0,250.0,0.0387339778,0.465393066,47.4666672,0.0859375
64.0,250.0,0.0394382328,0.4095459,48.9333344,0.0859375
65.0,250.0,0.0295786746,0.3326416,50.5333328,0.091796875
66.0,250.0,0.02887442,0.2874756,52.0,0.083984375
67.0,250.0,0.0309871826,0.286560059,53.4666672,0.091796875
68.0,250.0,0.0232403874,0.296630859,54.9333344,0.0859375
69.0,250.0,0.0183106083,0.305480957,56.4,0.087890625
70.0,250.0,0.0253531486,0.299072266,58.0,0.08984375
71.0,250.0,0.0295786746,0.278015137,59.4666672,0.0859375
72.0,250.0,0.0274659116,0.295715332,60.9333344,0.091796875
73.0,250.0,0.0295786746,0.3173828,62.4,0.0859375
74.0,250.0,0.045072265,0.2999878,63.8666649,0.087890625
75.0,250.0,0.03239569,0.296936035,65.46667,0.083984375
76.0,250.0,0.0338042,0.296325684,66.9333344,0.083984375
77.0,250.0,0.03591696,0.296630859,68.4,0.0859375
78.0,250.0,0.0352127068,0.296630859,69.86667,0.087890625
79.0,250.0,0.0218318775,0.296630859,71.3333359,0.087890625
80.0,250.0,0.0281701647,0.296630859,72.9333344,0.087890625
81.0,250.0,0.0401424877,0.296936035,74.4,0.09375
82.0,250.0,0.0253531486,0.296630859,75.86667,0.08203125
83.0,250.0,0.0274659116,0.297851563,77.3333359,0.0859375
84.0,250.0,0.02394464,0.296936035,78.8,0.0859375
85.0,250.0,0.0352127068,0.296630859,80.26667,0.0859375
86.0,250.0,0.0218318775,0.2972412,81.86667,0.0859375
87.0,250.0,0.0274659116,0.2972412,83.3333359,0.08984375
88.0,250.0,0.0140850823,0.3164673,84.8,0.087890625
89.0,250.0,0.0267616566,0.2999878,86.26667,0.0859375
90.0,250.0,0.02042337,0.296936035,87.73333,0.091796875
91.0,250.0,0.02042337,0.296325684,89.3333359,0.078125
92.0,250.0,0.0246488955,0.296630859,90.8,0.08984375
93.0,250.0,0.0246488955,0.296325684,92.26667,0.083984375
94.0,250.0,0.0218318775,0.314331055,93.73333,0.087890625
95.0,250.0,0.0211276244,0.317077637,95.2,0.08203125
96.0,250.0,0.03239569,0.2999878,96.6666641,0.0859375
97.0,250.0,0.02394464,0.296630859,98.26667,0.083984375
98.0,250.0,0.0154935913,0.316772461,99.73333,0.083984375
99.0,250.0,0.0295786746,0.3100586,101.2,0.083984375
100.0,250.0,0.0281701647,0.296630859,102.666664,0.080078125
101.0,250.0,0.02887442,0.3060913,104.133331,0.087890625
102.0,250.0,0.02887442,0.3173828,105.6,0.0859375
103.0,250.0,0.0295786746,0.300292969,107.2,0.091796875
104.0,250.0,0.03591696,0.295410156,108.666664,0.087890625
105.0,250.0,0.0309871826,0.3173828,110.133331,0.083984375
106.0,250.0,0.0281701647,0.299072266,111.6,0.083984375
107.0,250.0,0.0380297229,0.296630859,113.066666,0.08984375
108.0,250.0,0.03239569,0.296325684,114.666664,0.0859375
109.0,250.0,0.0183106083,0.295715332,116.133331,0.087890625
110.0,250.0,0.0415509939,0.287780762,117.6,0.0859375
111.0,250.0,0.0373254679,0.27557373,119.066666,0.083984375
112.0,250.0,0.0274659116,0.2960205,120.533333,0.08984375
113.0,250.0,0.0183106083,0.299072266,122.133331,0.087890625
114.0,250.0,0.04084674,0.2783203,123.6,0.09375
115.0,250.0,0.03450845,0.2960205,125.066666,0.0859375
116.0,250.0,0.0147893373,0.309448242,126.533333,0.08984375
117.0,250.0,0.0352127068,0.296630859,128.0,0.08984375
118.0,250.0,0.0373254679,0.276184082,129.46666,0.0859375
119.0,250.0,0.0232403874,0.295715332,131.066666,0.08984375
120.0,250.0,0.0169021,0.31463623,132.53334,0.083984375
121.0,250.0,0.03239569,0.2972412,134.0,0.087890625
122.0,250.0,0.0274659116,0.295410156,135.46666,0.083984375
123.0,250.0,0.0253531486,0.305480957,136.933334,0.087890625
124.0,250.0,0.0295786746,0.299682617,138.4,0.083984375
125.0,250.0,0.0232403874,0.296630859,140.0,0.08984375
126.0,250.0,0.0338042,0.296936035,141.46666,0.0859375
127.0,250.0,0.0267616566,0.2960205,142.933334,0.08984375
128.0,250.0,0.02887442,0.296630859,144.4,0.087890625
129.0,250.0,0.02394464,0.296325684,145.866669,0.091796875
130.0,250.0,0.0338042,0.296630859,147.333328,0.0859375
131.0,250.0,0.0218318775,0.296325684,148.933334,0.087890625
132.0,250.0,0.0218318775,0.2960205,150.4,0.0859375
133.0,250.0,0.0330999456,0.2960205,151.866669,0.0859375
134.0,250.0,0.0260574035,0.31463623,153.333328,0.095703125
135.0,250.0,0.0246488955,0.2972412,154.8,0.08984375
136.0,250.0,0.02394464,0.295715332,156.4,0.083984375
137.0,250.0,0.0338042,0.296630859,157.866669,0.0859375
138.0,250.0,0.0330999456,0.287780762,159.333328,0.087890625
139.0,250.0,0.0302829277,0.296630859,160.8,0.083984375
140.0,250.0,0.0232403874,0.317993164,162.266663,0.0859375
141.0,250.0,0.0253531486,0.309448242,163.733337,0.0859375
142.0,250.0,0.0366212167,0.2960205,165.333328,0.08203125
143.0,250.0,0.0316914357,0.2972412,166.8,0.0859375
144.0,250.0,0.0246488955,0.317077637,168.266663,0.087890625
145.0,250.0,0.0302829277,0.296630859,169.733337,0.08984375
146.0,250.0,0.0380297229,0.278930664,171.2,0.083984375
147.0,250.0,0.0218318775,0.294189453,172.666672,0.08984375
148.0,250.0,0.02887442,0.296630859,174.266663,0.0859375
149.0,250.0,0.0373254679,0.27557373,175.733337,0.087890625
150.0,250.0,0.0309871826,0.275268555,177.2,0.083984375
151.0,250.0,0.0225361325,0.274353027,178.666672,0.080078125
152.0,250.0,0.03591696,0.276184082,180.133331,0.091796875
153.0,250.0,0.0295786746,0.2746582,181.733337,0.087890625
154.0,250.0,0.0366212167,0.295715332,183.2,0.08984375
155.0,250.0,0.0225361325,0.2960205,184.666672,0.087890625
156.0,250.0,0.0330999456,0.278930664,186.133331,0.0859375
157.0,250.0,0.0281701647,0.276184082,187.6,0.087890625
158.0,250.0,0.0253531486,0.2746582,189.066666,0.087890625
159.0,250.0,0.0225361325,0.2972412,190.666672,0.087890625
160.0,250.0,0.0309871826,0.278015137,192.133331,0.0859375
161.0,250.0,0.0295786746,0.282897949,193.6,0.08984375
162.0,250.0,0.02394464,0.2960205,195.066666,0.08203125
163.0,250.0,0.0281701647,0.307006836,196.53334,0.08984375
164.0,250.0,0.0274659116,0.296630859,198.0,0.087890625
165.0,250.0,0.0260574035,0.305175781,199.6,0.087890625
166.0,250.0,0.0176063534,0.317688,201.066666,0.083984375
167.0,250.0,0.0338042,0.296936035,202.53334,0.087890625
168.0,250.0,0.0309871826,0.296325684,204.0,0.08984375
169.0,250.0,0.0218318775,0.31829834,205.46666,0.0859375
170.0,250.0,0.0133808283,0.309448242,206.933334,0.08203125
171.0,250.0,0.0352127068,0.296936035,208.53334,0.083984375
172.0,250.0,0.0281701647,0.305786133,210.0,0.087890625
173.0,250.0,0.02042337,0.317077637,211.46666,0.0859375
174.0,250.0,0.02394464,0.31829834,212.933334,0.08203125
175.0,250.0,0.0352127068,0.296630859,214.4,0.08203125
176.0,250.0,0.0309871826,0.305175781,215.866669,0.095703125
177.0,250.0,0.0140850823,0.300292969,217.46666,0.087890625
178.0,250.0,0.0281701647,0.296325684,218.933334,0.0859375
179.0,250.0,0.0302829277,0.306396484,220.4,0.087890625
180.0,250.0,0.0309871826,0.2972412,221.866669,0.083984375
181.0,250.0,0.0274659116,0.2972412,223.333328,0.0859375
182.0,250.0,0.03450845,0.295715332,224.933334,0.0859375
183.0,250.0,0.0267616566,0.2972412,226.4,0.09375
184.0,250.0,0.0260574035,0.296325684,227.866669,0.08203125
185.0,250.0,0.0352127068,0.2960205,229.333328,0.091796875
186.0,250.0,0.0366212167,0.296630859,230.8,0.08984375
187.0,250.0,0.01197232,0.275268555,232.266663,0.091796875
188.0,250.0,0.02887442,0.288085938,233.866669,0.08984375
189.0,250.0,0.0373254679,0.274963379,235.333328,0.087890625
190.0,250.0,0.0260574035,0.293273926,236.8,0.0859375
191.0,250.0,0.0190148614,0.296630859,238.266663,0.0859375
192.0,250.0,0.0394382328,0.295715332,239.733337,0.08984375
193.0,250.0,0.0253531486,0.3060913,241.2,0.087890625
194.0,250.0,0.0147893373,0.305480957,242.8,0.087890625
195.0,250.0,0.02394464,0.3173828,244.266663,0.087890625
196.0,250.0,0.0316914357,0.2972412,245.733337,0.083984375
197.0,250.0,0.0225361325,0.3048706,247.2,0.0859375
198.0,250.0,0.0140850823,0.3173828,248.666672,0.087890625
199.0,250.0,0.0281701647,0.317993164,250.266663,0.087890625
200.0,250.0,0.0246488955,0.308227539,251.733337,0.087890625
201.0,250.0,0.0267616566,0.317993164,253.2,0.0859375
202.0,250.0,0.0197191164,0.318603516,254.666672,0.087890625
203.0,250.0,0.0295786746,0.318603516,256.133331,0.0859375
204.0,250.0,0.04084674,0.317688,257.6,0.08984375
205.0,250.0,0.0253531486,0.317077637,259.066681,0.087890625
206.0,250.0,0.0197191164,0.31829834,260.666656,0.083984375
207.0,250.0,0.0274659116,0.317993164,262.133331,0.08203125
